frame x y z 
1108 10.0123 14.7016 -1178.96
1109 10.011 14.6985 -1187.79
1110 10.0097 14.6954 -1196.62
1111 10.0084 14.6923 -1205.47
1112 10.0071 14.6893 -1214.33
1113 10.0058 14.6862 -1223.2
1114 10.0045 14.6831 -1232.08
1115 10.0032 14.68 -1240.97
1116 10.0019 14.6769 -1249.87
1117 10.0007 14.6739 -1258.79
1118 9.99937 14.6708 -1267.71
1119 9.99808 14.6677 -1276.65
1120 9.99679 14.6646 -1285.59
1121 9.9955 14.6615 -1294.55
1122 9.99421 14.6584 -1303.51
1123 9.99292 14.6554 -1312.49
1124 9.99163 14.6523 -1321.48
1125 9.99034 14.6492 -1330.48
1126 9.98905 14.6461 -1339.49
1127 9.98776 14.643 -1348.51
1128 9.98647 14.6399 -1357.55
1129 9.98518 14.6369 -1366.59
1130 9.98389 14.6338 -1375.64
1131 9.9826 14.6307 -1384.71
1132 9.98131 14.6276 -1393.78
1133 9.98002 14.6245 -1402.87
1134 9.97873 14.6214 -1411.97
1135 9.97744 14.6184 -1421.08
1136 9.97615 14.6153 -1430.2
1137 9.97486 14.6122 -1439.33
1138 9.97357 14.6091 -1448.47
1139 9.97228 14.606 -1457.62
1140 9.97099 14.6029 -1466.78
1141 9.9697 14.5999 -1475.96
1142 9.96841 14.5968 -1485.14
1143 9.96712 14.5937 -1494.34
1144 9.96583 14.5906 -1503.54
1145 9.96454 14.5875 -1512.76
1146 9.96325 14.5844 -1521.99
1147 9.96196 14.5814 -1531.23
1148 9.96067 14.5783 -1540.48
1149 9.95938 14.5752 -1549.74
1150 9.95809 14.5721 -1559.01
1151 9.9568 14.569 -1568.29
1152 9.95551 14.5659 -1577.59
1153 9.95422 14.5629 -1586.89
1154 9.95293 14.5598 -1596.2
1155 9.95164 14.5567 -1605.53
1156 9.95035 14.5536 -1614.87
1157 9.94906 14.5505 -1624.21
1158 9.94777 14.5474 -1633.57
1159 9.94648 14.5444 -1642.94
1160 9.94519 14.5413 -1652.32
1161 9.9439 14.5382 -1661.71
1162 9.94261 14.5351 -1671.12
1163 9.94132 14.532 -1680.53
1164 9.94003 14.529 -1689.95
1165 9.93874 14.5259 -1699.39
1166 9.93745 14.5228 -1708.83
1167 9.93616 14.5197 -1718.29
1168 9.93487 14.5166 -1727.76
1169 9.93358 14.5135 -1737.23
1170 9.93229 14.5105 -1746.72
1171 9.931 14.5074 -1756.22
1172 9.92971 14.5043 -1765.73
1173 9.92842 14.5012 -1775.25
1174 9.92713 14.4981 -1784.79
1175 9.92584 14.495 -1794.33
1176 9.92455 14.492 -1803.88
1177 9.92326 14.4889 -1813.45
1178 9.92197 14.4858 -1823.02
1179 9.92068 14.4827 -1832.61
1180 9.91939 14.4796 -1842.21
1181 9.9181 14.4765 -1851.82
1182 9.91681 14.4735 -1861.44
1183 9.91552 14.4704 -1871.07
1184 9.91423 14.4673 -1880.71
1185 9.91294 14.4642 -1890.36
1186 9.91165 14.4611 -1900.02
1187 9.91036 14.458 -1909.7
1188 9.90907 14.455 -1919.38
1189 9.90778 14.4519 -1929.08
1190 9.90649 14.4488 -1938.78
1191 9.9052 14.4457 -1948.5
1192 9.90391 14.4426 -1958.23
1193 9.90262 14.4395 -1967.97
1194 9.90133 14.4365 -1977.72
1195 9.90004 14.4334 -1987.48
1196 9.89875 14.4303 -1997.25
1197 9.89746 14.4272 -2007.03
1198 9.89617 14.4241 -2016.82
1199 9.89488 14.421 -2026.63
1200 9.89359 14.418 -2036.44
1201 9.8923 14.4149 -2046.27
1202 9.89101 14.4118 -2056.1
1203 9.88972 14.4087 -2065.95
1204 9.88843 14.4056 -2075.81
1205 9.88714 14.4025 -2085.68
1206 9.88585 14.3995 -2095.56
1207 9.88456 14.3964 -2105.45
1208 9.88327 14.3933 -2115.35
1209 9.88198 14.3902 -2125.27
1210 9.88069 14.3871 -2135.19
1211 9.8794 14.384 -2145.12
1212 9.87811 14.381 -2155.07
1213 9.87682 14.3779 -2165.02
1214 9.87553 14.3748 -2174.99
1215 -1.08449 21.0286 0.515175
1216 -1.08578 21.0255 -9.47358
1217 -1.08707 21.0224 -19.4732
1218 -1.08836 21.0194 -29.4837
1219 -1.08965 21.0163 -39.5051
1220 -1.09094 21.0132 -49.5373
1221 -1.09223 21.0101 -59.5804
1222 -1.09352 21.007 -69.6343
1223 -1.09481 21.0039 -79.6992
1224 -1.0961 21.0009 -89.7749
1225 -1.09739 20.9978 -99.8614
1226 -1.09868 20.9947 -109.959
1227 -1.09997 20.9916 -120.067
1228 -1.10126 20.9885 -130.186
1229 -1.10255 20.9854 -140.316
1230 -1.10384 20.9824 -150.457
1231 -1.10513 20.9793 -160.609
1232 -1.10642 20.9762 -170.772
1233 -1.10771 20.9731 -180.945
1234 -1.109 20.97 -191.129
1235 -1.11029 20.9669 -201.325
1236 -1.11158 20.9639 -211.531
1237 -1.11287 20.9608 -221.748
1238 -1.11416 20.9577 -231.976
1239 -1.11545 20.9546 -242.214
1240 -1.11674 20.9515 -252.464
1241 -1.11803 20.9484 -262.724
1242 -1.11932 20.9454 -272.996
1243 -1.12061 20.9423 -283.278
1244 -1.1219 20.9392 -293.571
1245 -1.12319 20.9361 -303.875
1246 -1.12448 20.933 -314.189
1247 -1.12577 20.9299 -324.515
1248 -1.12706 20.9269 -334.852
1249 -1.12835 20.9238 -345.199
1250 -1.12964 20.9207 -355.557
1251 -1.13093 20.9176 -365.926
1252 -1.13222 20.9145 -376.306
1253 -1.13351 20.9114 -386.697
1254 -1.1348 20.9084 -397.099
1255 -1.13609 20.9053 -407.511
1256 -1.13738 20.9022 -417.935
1257 0.839883 16.9292 3.81449
1258 0.838593 16.9261 -6.63068
1259 1.06566 16.3727 4.02076
1260 1.06437 16.3696 -6.44615
1261 1.34624 15.8644 4.18293
1262 1.49285 15.6272 4.29106
1263 1.63391 15.3835 4.37525
1264 1.63262 15.3804 -6.13513
1265 1.90313 14.9088 4.506
1266 2.04094 14.6673 4.532
1267 2.1825 14.422 4.56464
1268 2.31393 14.1766 4.58153
1269 2.45559 13.933 4.58718
1270 2.58593 13.6895 4.58143
1271 2.72198 13.4422 4.57475
1272 2.84851 13.2123 4.56119
1273 2.97186 12.974 4.52075
1274 3.10349 12.7338 4.47778
1275 3.23003 12.4902 4.42707
1276 3.36006 12.2608 4.36911
1277 3.48811 12.0274 4.29204
1278 3.61863 11.7956 4.19631
1279 3.75638 11.569 4.10212
1280 3.88057 11.335 3.99967
1281 4.00934 11.0952 3.87853
1282 4.14325 10.8615 3.75292
1283 4.30189 10.5863 3.59424
1284 4.42509 10.3518 3.45198
1285 4.55397 10.1224 3.29479
1286 4.65824 9.96341 3.16199
1287 4.75756 9.76342 3.03595
1288 4.94019 9.43694 2.7775
1289 5.07049 9.21124 2.57926
1290 5.19119 8.9845 2.3827
1291 5.31823 8.75583 2.17022
1292 5.43694 8.53357 1.94987
1293 5.55692 8.29827 1.74857
1294 5.59929 8.20981 1.59479
1295 5.7951 7.94809 1.26451
1296 5.83581 7.77535 1.10231
1297 5.95918 7.55344 0.840233
1298 6.1918 7.20788 0.436222
1299 6.19051 7.2048 -10.4545
1300 6.3 6.94423 0.106656
1301 6.43428 6.91627 0.395014
1302 6.45102 6.7205 0.668915
1303 6.51158 6.61944 0.854031
1304 6.58907 6.52021 1.02382
1305 6.63458 6.4109 1.19513
1306 6.67563 6.30848 1.34236
1307 6.72692 6.20274 1.49316
1308 6.78317 6.09279 1.62052
1309 6.82701 5.98949 1.74371
1310 6.87472 5.88257 1.85082
1311 6.91853 5.77873 1.94463
1312 6.99231 5.67534 2.03382
1313 7.05153 5.5622 2.09944
1314 7.08933 5.45259 2.17155
1315 7.14519 5.35661 2.22185
1316 7.19999 5.24938 2.27394
1317 7.24371 5.15355 2.29558
1318 7.30036 5.05175 2.31634
1319 7.34847 4.94173 2.32947
1320 7.40458 4.84365 2.31425
1321 7.44492 4.73953 2.31014
1322 7.50596 4.63995 2.28872
1323 7.55295 4.54151 2.25341
1324 7.60155 4.43651 2.2239
1325 7.64954 4.33271 2.16042
1326 7.70934 4.23985 2.08599
1327 7.78229 4.10381 1.99482
1328 7.8165 4.01589 1.92012
1329 7.86236 3.92199 1.81948
1330 7.92115 3.82265 1.71864
1331 7.96073 3.72303 1.58124
1332 8.01561 3.62105 1.45677
1333 8.08566 3.50371 1.31657
1334 8.14311 3.4116 1.13814
1335 8.18544 3.31116 0.990079
1336 8.23795 3.20731 0.813593
1337 8.293 3.10876 0.622596
1338 8.32448 3.05446 0.460814
1339 8.39305 2.88431 0.15424
1340 8.43401 2.83038 0.11637
1341 8.48205 2.72485 0.278218
1342 8.54825 2.65071 0.46166
1343 8.59738 2.54345 0.59676
1344 8.65206 2.44888 0.712534
1345 8.6938 2.35445 0.833743
1346 8.74813 2.25118 0.930506
1347 8.79689 2.14964 1.01836
1348 8.8523 2.04568 1.09957
1349 8.9009 1.94594 1.1649
1350 8.96411 1.84455 1.21834
1351 9.00903 1.75113 1.26347
1352 9.06745 1.65289 1.29735
1353 9.11763 1.5541 1.32498
1354 9.17296 1.45754 1.31577
1355 9.2234 1.36532 1.31244
1356 9.2685 1.2592 1.30605
1357 9.31612 1.15384 1.28413
1358 9.36754 1.0636 1.26928
1359 9.40992 0.963104 1.23778
1360 9.4651 0.868168 1.18289
1361 9.52245 0.775402 1.10444
1362 9.56208 0.683658 1.04258
1363 9.61708 0.590301 0.964726
1364 9.65307 0.495058 0.862359
1365 9.70845 0.404485 0.744966
1366 9.76269 0.310695 0.6403
1367 9.79578 0.223894 0.502527
1368 9.85987 0.145046 0.388816
1369 9.88184 0.0283037 0.169444
1370 9.91464 -0.0389902 0.132307
1371 10.0463 -0.163834 0.163033
1372 10.1152 -0.249465 0.308648
1373 10.0527 -0.278873 0.486361
1374 10.1062 -0.363029 0.563078
1375 10.2146 -0.519092 0.627095
1376 10.267 -0.609796 0.674567
1377 10.2244 -0.595877 0.765951
1378 10.3579 -0.773088 0.769147
1379 10.3566 -0.776171 -10.9909
1380 10.4482 -0.969941 0.797372
1381 10.5118 -1.06336 0.823034
1382 10.5426 -1.13431 0.839989
1383 10.5413 -1.13739 -10.9636
1384 10.54 -1.14048 -22.778
1385 10.5387 -1.14356 -34.6033
1386 10.5374 -1.14664 -46.4394
1387 10.8209 -1.61982 0.634565
1388 10.8196 -1.6229 -11.2233
1389 10.8183 -1.62599 -23.0921
1390 10.9557 -1.85496 0.441162
1391 10.9544 -1.85804 -11.4493
1392 10.9531 -1.86113 -23.3507
1393 10.9518 -1.86421 -35.2629
1394 10.9505 -1.86729 -47.186
1395 10.9492 -1.87037 -59.12
1396 10.948 -1.87346 -71.0648
1397 10.9467 -1.87654 -83.0205
1398 10.9454 -1.87962 -94.987
1399 10.9441 -1.88271 -106.964
1400 10.9428 -1.88579 -118.953
1401 10.9415 -1.88887 -130.952
1402 10.9402 -1.89196 -142.962
1403 10.9389 -1.89504 -154.983
1404 10.9376 -1.89812 -167.015
1405 10.9363 -1.9012 -179.057
1406 10.9351 -1.90429 -191.111
1407 10.9338 -1.90737 -203.175
1408 10.9325 -1.91045 -215.25
1409 10.9312 -1.91354 -227.336
1410 10.9299 -1.91662 -239.433
1411 10.9286 -1.9197 -251.541
1412 10.9273 -1.92279 -263.66
1413 10.926 -1.92587 -275.789
1414 10.9247 -1.92895 -287.93
1415 10.9234 -1.93203 -300.081
1416 10.9222 -1.93512 -312.243
1417 10.9209 -1.9382 -324.416
1418 10.9196 -1.94128 -336.6
1419 10.9183 -1.94437 -348.795
1420 10.917 -1.94745 -361.001
1421 10.9157 -1.95053 -373.217
1422 10.9144 -1.95362 -385.445
1423 10.9131 -1.9567 -397.683
1424 10.9118 -1.95978 -409.932
1425 10.9105 -1.96286 -422.192
1426 10.9093 -1.96595 -434.463
1427 10.908 -1.96903 -446.744
1428 10.9067 -1.97211 -459.037
1429 10.9054 -1.9752 -471.34
1430 10.9041 -1.97828 -483.655
1431 10.9028 -1.98136 -495.98
1432 10.9015 -1.98445 -508.316
1433 10.9002 -1.98753 -520.663
1434 10.8989 -1.99061 -533.021
1435 10.8976 -1.99369 -545.389
1436 10.8964 -1.99678 -557.769
1437 10.8951 -1.99986 -570.159
1438 10.8938 -2.00294 -582.56
1439 10.8925 -2.00603 -594.972
1440 10.8912 -2.00911 -607.395
1441 10.8899 -2.01219 -619.829
1442 10.8886 -2.01528 -632.274
1443 10.8873 -2.01836 -644.729
1444 10.886 -2.02144 -657.196
1445 10.8847 -2.02452 -669.673
1446 10.8835 -2.02761 -682.161
1447 10.8822 -2.03069 -694.66
1448 10.8809 -2.03377 -707.17
1449 10.8796 -2.03686 -719.691
1450 10.8783 -2.03994 -732.223
1451 10.877 -2.04302 -744.765
1452 10.8757 -2.04611 -757.319
1453 10.8744 -2.04919 -769.883
1454 10.8731 -2.05227 -782.458
1455 10.8718 -2.05536 -795.044
1456 10.8706 -2.05844 -807.641
1457 10.8693 -2.06152 -820.249
1458 10.868 -2.0646 -832.867
1459 10.8667 -2.06769 -845.497
1460 10.8654 -2.07077 -858.137
1461 10.8641 -2.07385 -870.788
1462 10.8628 -2.07694 -883.45
1463 10.8615 -2.08002 -896.123
1464 10.8602 -2.0831 -908.807
1465 10.8589 -2.08619 -921.501
1466 10.8577 -2.08927 -934.207
1467 10.8564 -2.09235 -946.923
1468 10.8551 -2.09543 -959.651
1469 10.8538 -2.09852 -972.389
1470 10.8525 -2.1016 -985.138
1471 10.8512 -2.10468 -997.898
1472 10.8499 -2.10777 -1010.67
1473 10.8486 -2.11085 -1023.45
1474 10.8473 -2.11393 -1036.24
1475 10.846 -2.11702 -1049.05
1476 10.8448 -2.1201 -1061.86
1477 10.8435 -2.12318 -1074.68
1478 10.8422 -2.12626 -1087.52
1479 10.8409 -2.12935 -1100.37
1480 10.8396 -2.13243 -1113.23
1481 10.8383 -2.13551 -1126.09
1482 10.837 -2.1386 -1138.97
1483 10.8357 -2.14168 -1151.86
1484 10.8344 -2.14476 -1164.76
1485 10.8331 -2.14785 -1177.68
1486 10.8319 -2.15093 -1190.6
1487 10.8306 -2.15401 -1203.53
1488 10.8293 -2.15709 -1216.48
1489 10.828 -2.16018 -1229.43
1490 10.8267 -2.16326 -1242.4
1491 10.8254 -2.16634 -1255.38
1492 10.8241 -2.16943 -1268.36
1493 10.8228 -2.17251 -1281.36
1494 10.8215 -2.17559 -1294.37
1495 10.8202 -2.17868 -1307.39
1496 10.819 -2.18176 -1320.43
1497 10.8177 -2.18484 -1333.47
1498 10.8164 -2.18792 -1346.52
1499 10.8151 -2.19101 -1359.59
1500 10.8138 -2.19409 -1372.66
1501 10.8125 -2.19717 -1385.75
1502 10.8112 -2.20026 -1398.84
1503 10.8099 -2.20334 -1411.95
1504 10.8086 -2.20642 -1425.07
1505 10.8073 -2.20951 -1438.2
1506 10.8061 -2.21259 -1451.34
1507 10.8048 -2.21567 -1464.49
1508 10.8035 -2.21875 -1477.65
1509 10.8022 -2.22184 -1490.82
1510 10.8009 -2.22492 -1504.01
1511 10.7996 -2.228 -1517.2
1512 10.7983 -2.23109 -1530.41
1513 10.797 -2.23417 -1543.62
1514 10.7957 -2.23725 -1556.85
1515 10.7944 -2.24034 -1570.09
1516 10.7932 -2.24342 -1583.34
1517 10.7919 -2.2465 -1596.6
1518 10.7906 -2.24958 -1609.87
1519 10.7893 -2.25267 -1623.15
1520 10.788 -2.25575 -1636.44
1521 10.7867 -2.25883 -1649.75
1522 10.7854 -2.26192 -1663.06
1523 10.7841 -2.265 -1676.38
1524 10.7828 -2.26808 -1689.72
1525 10.7815 -2.27117 -1703.07
1526 10.7803 -2.27425 -1716.42
1527 10.779 -2.27733 -1729.79
1528 10.7777 -2.28041 -1743.17
1529 10.7764 -2.2835 -1756.56
1530 10.7751 -2.28658 -1769.96
1531 10.7738 -2.28966 -1783.38
1532 10.7725 -2.29275 -1796.8
1533 10.7712 -2.29583 -1810.23
1534 10.7699 -2.29891 -1823.68
1535 10.7686 -2.302 -1837.13
1536 10.7674 -2.30508 -1850.6
1537 10.7661 -2.30816 -1864.07
1538 10.7648 -2.31124 -1877.56
1539 10.7635 -2.31433 -1891.06
1540 10.7622 -2.31741 -1904.57
1541 10.7609 -2.32049 -1918.09
1542 10.7596 -2.32358 -1931.62
1543 10.7583 -2.32666 -1945.17
1544 10.757 -2.32974 -1958.72
1545 10.7557 -2.33283 -1972.28
1546 10.7545 -2.33591 -1985.86
1547 10.7532 -2.33899 -1999.44
1548 10.7519 -2.34207 -2013.04
1549 10.7506 -2.34516 -2026.65
1550 10.7493 -2.34824 -2040.27
1551 10.748 -2.35132 -2053.89
1552 10.7467 -2.35441 -2067.53
1553 10.7454 -2.35749 -2081.19
1554 10.7441 -2.36057 -2094.85
1555 10.7428 -2.36366 -2108.52
1556 10.7416 -2.36674 -2122.2
1557 10.7403 -2.36982 -2135.9
1558 10.739 -2.3729 -2149.6
1559 10.7377 -2.37599 -2163.32
1560 10.7364 -2.37907 -2177.05
1561 10.7351 -2.38215 -2190.78
1562 10.7338 -2.38524 -2204.53
1563 10.7325 -2.38832 -2218.29
1564 10.7312 -2.3914 -2232.06
1565 10.7299 -2.39449 -2245.84
1566 10.7287 -2.39757 -2259.64
1567 10.7274 -2.40065 -2273.44
1568 10.7261 -2.40373 -2287.25
1569 10.7248 -2.40682 -2301.08
1570 10.7235 -2.4099 -2314.91
1571 10.7222 -2.41298 -2328.76
1572 10.7209 -2.41607 -2342.62
1573 10.7196 -2.41915 -2356.49
1574 10.7183 -2.42223 -2370.37
1575 10.717 -2.42532 -2384.26
1576 10.7158 -2.4284 -2398.16
1577 10.7145 -2.43148 -2412.07
1578 10.7132 -2.43456 -2425.99
1579 10.7119 -2.43765 -2439.92
1580 10.7106 -2.44073 -2453.87
1581 10.7093 -2.44381 -2467.82
1582 10.708 -2.4469 -2481.79
1583 10.7067 -2.44998 -2495.77
1584 10.7054 -2.45306 -2509.76
1585 10.7041 -2.45615 -2523.75
1586 10.7029 -2.45923 -2537.76
1587 10.7016 -2.46231 -2551.78
1588 10.7003 -2.46539 -2565.82
1589 10.699 -2.46848 -2579.86
1590 10.6977 -2.47156 -2593.91
1591 10.6964 -2.47464 -2607.97
1592 10.6951 -2.47773 -2622.05
1593 10.6938 -2.48081 -2636.13
1594 10.6925 -2.48389 -2650.23
1595 10.6912 -2.48698 -2664.34
1596 10.69 -2.49006 -2678.46
1597 10.6887 -2.49314 -2692.59
1598 10.6874 -2.49622 -2706.73
1599 10.6861 -2.49931 -2720.88
1600 10.6848 -2.50239 -2735.04
1601 10.6835 -2.50547 -2749.21
1602 10.6822 -2.50856 -2763.39
1603 10.6809 -2.51164 -2777.59
1604 10.6796 -2.51472 -2791.79
1605 10.6783 -2.51781 -2806.01
1606 10.6771 -2.52089 -2820.24
1607 10.6758 -2.52397 -2834.47
1608 10.6745 -2.52705 -2848.72
1609 10.6732 -2.53014 -2862.98
1610 10.6719 -2.53322 -2877.25
1611 10.6706 -2.5363 -2891.53
1612 10.6693 -2.53939 -2905.83
1613 10.668 -2.54247 -2920.13
1614 10.6667 -2.54555 -2934.44
1615 10.6654 -2.54864 -2948.77
1616 10.6642 -2.55172 -2963.1
1617 10.6629 -2.5548 -2977.45
1618 10.6616 -2.55788 -2991.81
1619 10.6603 -2.56097 -3006.18
1620 10.659 -2.56405 -3020.55
1621 10.6577 -2.56713 -3034.94
1622 10.6564 -2.57022 -3049.35
1623 10.6551 -2.5733 -3063.76
1624 10.6538 -2.57638 -3078.18
1625 10.6525 -2.57947 -3092.61
1626 10.6513 -2.58255 -3107.06
1627 10.65 -2.58563 -3121.51
1628 10.6487 -2.58871 -3135.98
1629 10.6474 -2.5918 -3150.45
1630 10.6461 -2.59488 -3164.94
1631 10.6448 -2.59796 -3179.44
1632 10.6435 -2.60105 -3193.95
1633 10.6422 -2.60413 -3208.47
1634 10.6409 -2.60721 -3223
1635 10.6396 -2.6103 -3237.54
1636 10.6384 -2.61338 -3252.1
1637 10.6371 -2.61646 -3266.66
1638 10.6358 -2.61954 -3281.24
1639 10.6345 -2.62263 -3295.82
1640 10.6332 -2.62571 -3310.42
1641 10.6319 -2.62879 -3325.02
1642 10.6306 -2.63188 -3339.64
1643 10.6293 -2.63496 -3354.27
1644 10.628 -2.63804 -3368.91
1645 10.6267 -2.64113 -3383.56
1646 10.6255 -2.64421 -3398.22
1647 10.6242 -2.64729 -3412.9
1648 10.6229 -2.65037 -3427.58
1649 10.6216 -2.65346 -3442.27
1650 10.6203 -2.65654 -3456.98
1651 10.619 -2.65962 -3471.69
1652 10.6177 -2.66271 -3486.42
1653 10.1794 -2.43684 0.933813
1654 10.1781 -2.43992 -13.8147
1655 10.1768 -2.44301 -28.5741
1656 10.1755 -2.44609 -43.3443
1657 10.1742 -2.44917 -58.1255
1658 10.1729 -2.45226 -72.9174
1659 10.1717 -2.45534 -87.7203
1660 10.1704 -2.45842 -102.534
1661 10.1691 -2.4615 -117.359
1662 10.1678 -2.46459 -132.194
1663 10.1665 -2.46767 -147.04
1664 10.1652 -2.47075 -161.898
1665 10.1639 -2.47384 -176.766
1666 10.2293 -2.08222 1.58806
1667 10.2313 -2.06316 1.64245
1668 10.23 -2.06624 -13.2582
1669 10.2287 -2.06933 -28.1697
1670 10.2274 -2.07241 -43.0921
1671 10.2261 -2.07549 -58.0254
1672 10.2248 -2.07858 -72.9695
1673 10.2236 -2.08166 -87.9245
1674 10.2223 -2.08474 -102.89
1675 10.221 -2.08782 -117.867
1676 10.2197 -2.09091 -132.855
1677 10.2184 -2.09399 -147.853
1678 10.2171 -2.09707 -162.862
1679 10.2158 -2.10016 -177.883
1680 10.2145 -2.10324 -192.914
1681 10.2132 -2.10632 -207.956
1682 10.2119 -2.10941 -223.008
1683 10.2107 -2.11249 -238.072
1684 10.2094 -2.11557 -253.147
1685 10.2081 -2.11865 -268.232
1686 10.2068 -2.12174 -283.328
1687 10.2055 -2.12482 -298.435
1688 10.2042 -2.1279 -313.553
1689 10.2029 -2.13099 -328.682
1690 10.2016 -2.13407 -343.822
1691 10.2003 -2.13715 -358.973
1692 10.199 -2.14024 -374.134
1693 10.1978 -2.14332 -389.306
1694 10.1965 -2.1464 -404.49
1695 10.0636 -0.920586 0.0601401
1696 10.017 -0.614282 0.821721
1697 10.0157 -0.617365 -14.3941
1698 10.0144 -0.620448 -29.6207
1699 10.0131 -0.623531 -44.8583
1700 10.017 -0.476731 0.190304
1701 10.0481 -0.479425 0.223392
1702 10.0468 -0.482508 -15.0467
1703 10.3489 -0.501069 0.326407
1704 10.3476 -0.504152 -14.9655
1705 10.3463 -0.507235 -30.2682
1706 10.345 -0.510318 -45.5818
1707 10.3437 -0.513401 -60.9063
1708 10.3424 -0.516484 -76.2416
1709 10.3412 -0.519567 -91.5878
1710 10.3399 -0.52265 -106.945
1711 10.3386 -0.525733 -122.313
1712 10.3373 -0.528816 -137.692
1713 10.336 -0.531899 -153.081
1714 10.3347 -0.534982 -168.482
1715 10.3334 -0.538065 -183.893
1716 10.3321 -0.541148 -199.316
1717 10.3308 -0.544231 -214.749
1718 10.3295 -0.547314 -230.193
1719 10.3283 -0.550397 -245.648
1720 10.327 -0.55348 -261.113
1721 10.3257 -0.556563 -276.59
1722 10.3244 -0.559646 -292.077
1723 10.3231 -0.562729 -307.576
1724 10.3218 -0.565812 -323.085
1725 10.3205 -0.568895 -338.605
1726 10.3192 -0.571978 -354.136
1727 10.3179 -0.575061 -369.678
1728 10.3166 -0.578144 -385.23
1729 10.3154 -0.581227 -400.794
1730 10.3141 -0.58431 -416.368
1731 10.3128 -0.587393 -431.954
1732 10.3115 -0.590476 -447.55
1733 10.3102 -0.593559 -463.157
1734 10.3089 -0.596642 -478.775
1735 9.23802 1.29439 0.0904057
1736 9.14229 1.38664 0.14612
1737 9.15315 1.41091 0.286527
1738 9.15186 1.40783 -15.3748
1739 9.15057 1.40474 -31.047
1740 9.14928 1.40166 -46.7301
1741 9.14799 1.39858 -62.4241
1742 9.1467 1.3955 -78.1289
1743 9.14541 1.39241 -93.8446
1744 9.14412 1.38933 -109.571
1745 9.14283 1.38625 -125.309
1746 9.14154 1.38316 -141.057
1747 9.14025 1.38008 -156.816
1748 9.13896 1.377 -172.586
1749 9.13767 1.37391 -188.367
1750 9.13638 1.37083 -204.159
1751 9.13509 1.36775 -219.961
1752 9.1338 1.36467 -235.775
1753 9.13251 1.36158 -251.599
1754 9.13122 1.3585 -267.434
1755 9.12993 1.35542 -283.28
1756 9.12864 1.35233 -299.137
1757 9.12735 1.34925 -315.005
1758 9.12606 1.34617 -330.884
1759 9.12477 1.34308 -346.773
1760 9.12348 1.34 -362.674
1761 9.12219 1.33692 -378.585
1762 9.1209 1.33384 -394.507
1763 9.11961 1.33075 -410.44
1764 9.11832 1.32767 -426.384
1765 9.11703 1.32459 -442.339
1766 9.11574 1.3215 -458.305
1767 9.11445 1.31842 -474.281
1768 9.11316 1.31534 -490.268
1769 9.11187 1.31225 -506.267
1770 9.11058 1.30917 -522.276
1771 9.10929 1.30609 -538.296
1772 9.108 1.30301 -554.327
1773 9.10671 1.29992 -570.368
1774 9.10542 1.29684 -586.421
1775 9.10413 1.29376 -602.484
1776 7.24878 3.01886 0.144528
1777 7.24031 3.03889 0.164751
1778 7.23902 3.03581 -15.9313
1779 7.34168 3.11016 0.459143
1780 7.34039 3.10708 -15.6586
1781 7.3391 3.10399 -31.7873
1782 7.33781 3.10091 -47.9267
1783 7.33652 3.09783 -64.0771
1784 7.33523 3.09474 -80.2383
1785 7.33394 3.09166 -96.4104
1786 7.33265 3.08858 -112.593
1787 7.33136 3.0855 -128.787
1788 7.33007 3.08241 -144.992
1789 7.32878 3.07933 -161.208
1790 7.32749 3.07625 -177.434
1791 7.3262 3.07316 -193.671
1792 7.32491 3.07008 -209.919
1793 7.32362 3.067 -226.178
1794 7.32233 3.06391 -242.448
1795 7.32104 3.06083 -258.729
1796 7.31975 3.05775 -275.021
1797 7.31846 3.05467 -291.323
1798 7.31717 3.05158 -307.637
1799 7.31588 3.0485 -323.961
1800 7.31459 3.04542 -340.296
1801 7.3133 3.04233 -356.642
1802 7.31201 3.03925 -372.999
1803 7.31072 3.03617 -389.366
1804 7.30943 3.03308 -405.745
1805 7.30814 3.03 -422.134
1806 6.44993 4.19166 0.168534
1807 6.44864 4.18858 -16.2426
1808 6.44735 4.18549 -32.6647
1809 6.44606 4.18241 -49.0976
1810 6.44477 4.17933 -65.5414
1811 6.44348 4.17624 -81.996
1812 6.44219 4.17316 -98.4615
1813 6.4409 4.17008 -114.938
1814 6.43961 4.167 -131.425
1815 6.43832 4.16391 -147.923
1816 6.43703 4.16083 -164.432
1817 6.43574 4.15775 -180.952
1818 6.43445 4.15466 -197.483
1819 6.43316 4.15158 -214.024
1820 6.43187 4.1485 -230.577
1821 6.43058 4.14541 -247.14
1822 6.42929 4.14233 -263.714
1823 6.428 4.13925 -280.299
1824 6.42671 4.13617 -296.895
1825 6.42542 4.13308 -313.502
1826 6.42413 4.13 -330.12
1827 6.42284 4.12692 -346.748
1828 6.42155 4.12383 -363.388
1829 6.42026 4.12075 -380.038
1830 6.41897 4.11767 -396.699
1831 6.41768 4.11458 -413.371
1832 6.41639 4.1115 -430.054
1833 6.4151 4.10842 -446.747
1834 6.41381 4.10534 -463.452
1835 6.41252 4.10225 -480.168
1836 6.41123 4.09917 -496.894
1837 6.40994 4.09609 -513.631
1838 6.40865 4.093 -530.379
1839 6.40736 4.08992 -547.138
1840 6.40607 4.08684 -563.908
1841 6.40478 4.08375 -580.688
1842 6.40349 4.08067 -597.48
1843 6.4022 4.07759 -614.282
1844 6.40091 4.07451 -631.096
1845 6.39962 4.07142 -647.92
1846 6.39833 4.06834 -664.755
