0	0
0.0333333	0.32245
0.0663362	0.631364
0.0986663	0.924003
0.130266	1.2005
0.161112	1.46129
0.191251	1.70744
0.220806	1.94055
0.249964	2.16256
0.278957	2.37556
0.308031	2.5815
0.337421	2.78196
0.367316	2.97796
0.397849	3.16991
0.429081	3.35759
0.461007	3.54031
0.493567	3.717
0.526664	3.88643
0.560179	4.04738
0.59399	4.19873
0.627984	4.33955
0.662066	4.46915
0.696162	4.58707
0.730221	4.69305
0.764208	4.787
0.798108	4.86892
0.831916	4.93891
0.865635	4.9971
0.899273	5.04364
0.932841	5.07867
0.966351	5.10233
0.999813	5.11473
1.03324	5.11597
1.06663	5.10613
1.10001	5.08526
1.13337	5.05341
1.16671	5.01061
1.20005	4.95688
1.23339	4.89225
1.26672	4.81671
1.30005	4.73028
1.33338	4.63296
1.36671	4.52476
1.40003	4.40566
1.43336	4.27568
1.46669	4.13481
1.50002	3.98305
1.53335	3.82039
1.56668	3.64684
1.60001	3.4624
1.63334	3.26707
1.66667	3.06084
1.70001	2.84371
1.73334	2.61568
1.76667	2.37676
1.8	2.12694
1.83334	1.86621
1.86667	1.5946
1.9	1.31208
1.93333	1.01866
1.96667	0.71434
2	0.399123
2.03333	0.0730061
2.06667	0.264011
2.1	0.528518
2.13333	0.802393
2.16667	1.0678
2.2	1.32037
2.23333	1.55951
2.26667	1.78555
2.3	1.99901
2.33333	2.20034
2.36667	2.38988
2.4	2.56791
2.43333	2.73463
2.46667	2.89017
2.5	3.03464
2.53333	3.16811
2.56667	3.29062
2.6	3.40222
2.63333	3.50292
2.66667	3.59274
2.7	3.67168
2.73333	3.73975
2.76667	3.79694
2.8	3.84326
2.83333	3.8787
2.86667	3.90326
2.9	3.91694
2.93333	3.91974
2.96667	3.91165
3	3.89268
3.03333	3.86281
3.06667	3.82205
3.1	3.7704
3.13333	3.70785
3.16667	3.63441
3.2	3.55007
3.23333	3.45483
3.26667	3.3487
