-0.147385	0.102242
-0.00458617	0.40398
0.138213	0.694851
0.278906	0.972056
0.421699	1.24183
0.538996	1.4843
0.677349	1.72982
0.771525	1.95657
0.904005	2.17982
0.984205	2.38108
1.11092	2.58214
1.17393	2.77347
1.29452	2.95386
1.33549	3.1581
1.44929	3.32084
1.46973	3.50323
1.57622	3.64807
1.56869	3.82396
1.66702	3.95184
1.63491	4.10509
1.72441	4.21579
1.69606	4.3574
1.77792	4.4515
1.72544	4.59548
1.79896	4.6742
1.77517	4.78565
1.84264	4.84829
1.80895	4.95441
1.87026	5.00172
1.8306	5.08489
1.88606	5.11664
1.83307	5.16567
1.8824	5.18122
1.85268	5.20705
1.89745	5.20628
1.84318	5.20779
1.88257	5.1906
1.84527	5.20087
1.88049	5.16843
1.85833	5.12638
1.89015	5.07745
1.85158	5.00747
1.87978	4.94178
1.84353	4.8567
1.86834	4.77455
1.85402	4.67375
1.87658	4.57533
1.87112	4.45855
1.89179	4.34409
1.87553	4.18618
1.89424	4.05493
1.90129	3.87303
1.91886	3.72499
1.9188	3.53628
1.93518	3.37192
1.92246	3.1373
1.93724	2.9559
1.93718	2.70019
1.95097	2.50176
1.95277	2.22589
1.96563	2.01055
1.97518	1.72845
1.9875	1.49666
2.01586	1.16904
2.02815	0.920167
2.05664	0.739691
2.06906	0.478558
2.0998	0.365621
2.11236	0.0945852
2.12768	0.0390566
2.14004	0.239972
2.17813	0.461322
2.19089	0.658787
2.22578	0.870793
2.23893	1.03082
2.25393	1.22392
2.26693	1.34966
2.31422	1.53121
2.32797	1.62563
2.37858	1.77003
2.39312	1.83516
2.4266	1.97478
2.44153	2.01323
2.4672	2.145
2.48229	2.15904
2.52979	2.26719
2.54564	2.2585
2.59751	2.36675
2.61417	2.33737
2.66022	2.41554
2.67759	2.36662
2.73484	2.4374
2.75314	2.37047
2.80531	2.42832
2.82442	2.34465
2.88333	2.38185
2.90337	2.28239
2.93587	2.32361
2.95624	2.20977
