-0.147385	0.102242
0.0464402	0.215467
0.138213	0.716585
0.0534008	0.958717
-0.0528378	1.06752
0.235126	1.3335
0.0267369	1.77079
0.268924	2.23846
0.277438	2.15465
0.2664	2.63903
0.438213	2.69331
0.461099	2.93851
0.502564	3.41161
0.332149	3.6053
0.568009	3.65907
0.552654	3.92763
0.507898	4.04473
0.461776	4.00158
0.466603	4.22881
0.797017	4.19011
0.668476	4.49318
0.894657	4.59414
0.569626	4.87464
0.76695	4.73727
0.965527	4.8727
1.00973	4.74712
0.974748	5.11359
0.706347	5.10233
0.985151	5.15502
1.16645	5.23865
0.922529	5.03541
1.06978	5.23428
1.20327	4.99359
1.11492	5.05212
1.00466	4.89462
1.28763	4.80364
1.19939	5.11894
1.25517	5.02858
1.40348	4.66077
1.38588	4.56272
1.24317	4.41453
1.17742	4.58914
1.29596	4.25856
1.58813	4.31711
1.53921	4.06979
1.4999	3.82276
1.67156	3.83718
1.58913	3.48688
1.56351	3.29993
1.53418	3.24329
1.8511	2.89208
1.6277	2.87626
1.79383	2.64519
1.6658	2.34819
1.6813	1.91915
1.80393	1.70389
1.83079	1.42794
1.73687	1.15783
1.87947	0.900756
2.07993	0.67734
1.98092	0.503578
2.09399	-0.0600173
2.23024	-0.383083
2.0885	0.560888
2.26036	0.925316
2.34721	1.12965
2.32988	1.39482
2.42819	1.73276
2.18239	1.78684
2.14137	1.94745
2.48396	2.15693
2.51437	2.45534
2.48261	2.64305
2.58775	2.72273
2.29274	2.95357
2.56707	3.0856
2.69999	3.2928
2.58425	3.1249
2.79574	3.26731
2.55963	3.48793
2.64256	3.55915
2.64606	3.53592
2.59478	3.77178
2.5669	3.57731
2.89093	3.7511
2.90633	3.93123
3.00123	3.96725
2.73782	3.73015
2.98516	3.78586
2.79909	3.84782
3.17902	3.82931
3.1102	3.75715
3.18021	3.7718
2.97759	3.55571
3.32663	3.58628
3.02125	3.57449
3.07075	3.66225
3.42851	3.33854
3.10732	3.21731
3.3784	3.33043
