0	0
0.0333333	0.327883
0.0666667	0.644867
0.1	0.95095
0.133333	1.24613
0.166667	1.53042
0.2	1.8038
0.233333	2.06628
0.266667	2.31787
0.3	2.55855
0.333333	2.78833
0.366667	3.00722
0.4	3.2152
0.433333	3.41228
0.466667	3.59847
0.5	3.77375
0.533333	3.93813
0.566667	4.09162
0.6	4.2342
0.633333	4.36588
0.666667	4.48667
0.7	4.59655
0.733333	4.69553
0.766667	4.78362
0.8	4.8608
0.833333	4.92708
0.866667	4.98247
0.9	5.02695
0.933333	5.06053
0.966667	5.08322
1	5.095
1.03333	5.09588
1.06667	5.08587
1.1	5.06495
1.13333	5.03313
1.16667	4.99042
1.2	4.9368
1.23333	4.87228
1.26667	4.79687
1.3	4.71055
1.33333	4.61333
1.36667	4.50522
1.4	4.3862
1.43333	4.25628
1.46667	4.11547
1.5	3.96375
1.53333	3.80113
1.56667	3.62762
1.6	3.4432
1.63333	3.24788
1.66667	3.04167
1.7	2.82455
1.73333	2.59653
1.76667	2.35762
1.8	2.1078
1.83333	1.84708
1.86667	1.57547
1.9	1.29295
1.93333	0.999533
1.96667	0.695217
2	0.38
2.03333	0.0538833
2.06667	-0.283133
2.1	0.558506
2.13333	0.822979
2.16667	1.07655
2.2	1.31922
2.23333	1.551
2.26667	1.77187
2.3	1.98184
2.33333	2.18091
2.36667	2.36909
2.4	2.54636
2.43333	2.71273
2.46667	2.86821
2.5	3.01278
2.53333	3.14645
2.56667	3.26922
2.6	3.3811
2.63333	3.48207
2.66667	3.57214
2.7	3.65131
2.73333	3.71959
2.76667	3.77696
2.8	3.82343
2.83333	3.859
2.86667	3.88368
2.9	3.89745
2.93333	3.90032
2.96667	3.8923
3	3.87337
3.03333	3.84354
3.06667	3.80281
3.1	3.75119
3.13333	3.68866
3.16667	3.61523
3.2	3.5309
3.23333	3.43568
3.26667	3.32955
3.3	3.21252
