-0.147385	0.102242
0.0464402	0.210033
0.238344	0.306417
0.42325	0.402913
0.589462	0.503404
0.724503	0.607561
0.845747	0.729005
0.915692	0.891445
0.968809	1.11218
0.987961	1.33473
0.971549	1.61947
0.951337	1.90919
0.915615	2.21874
0.872263	2.58437
0.787186	2.95259
0.742546	3.27962
0.701127	3.5998
0.652788	3.88212
0.597692	4.08533
0.550035	4.27372
0.592322	4.39667
0.613899	4.54047
0.686775	4.66891
0.673025	4.82572
0.696726	4.90614
0.775967	4.9765
0.862507	4.98291
0.923018	5.06181
0.891011	5.12506
0.921663	5.17655
1.00739	5.22883
1.01693	5.20519
1.04803	5.21883
1.11251	5.16306
1.14326	5.11563
1.12714	5.03111
1.18271	4.92791
1.21427	4.93027
1.24782	4.92708
1.31464	4.81782
1.36668	4.68172
1.36126	4.52785
1.32394	4.45517
1.31998	4.32338
1.40573	4.22773
1.47593	4.09346
1.51431	3.91397
1.58448	3.77328
1.61995	3.57692
1.63052	3.36475
1.62272	3.18674
1.70128	2.96234
1.71457	2.78153
1.75658	2.59259
1.7565	2.36805
1.74993	2.07266
1.77669	1.77665
1.81053	1.47854
1.80982	1.18114
1.84121	0.889462
1.92823	0.61368
1.97761	0.367202
2.03848	0.0350867
2.12503	0.318581
2.1547	0.586979
2.21232	0.874079
2.28514	1.13764
2.33716	1.39197
2.39838	1.66357
2.37444	1.87342
2.32315	2.0497
2.3731	2.22056
2.43992	2.41957
2.48426	2.61666
2.54186	2.77563
2.50256	2.94122
2.52784	3.09375
2.59712	3.25416
2.62516	3.31829
2.69674	3.3752
2.69171	3.46868
2.69314	3.55804
2.69452	3.60935
2.67906	3.69882
2.65393	3.71147
2.72388	3.74631
2.80157	3.82188
2.88939	3.89239
2.8825	3.87149
2.92594	3.84567
2.91496	3.83682
3.00182	3.8236
3.06833	3.78781
3.13365	3.75614
3.1237	3.66787
3.19756	3.59417
3.18275	3.53546
3.16437	3.51774
3.24967	3.41998
3.24392	3.29287
